4435,-0.22266077,0.521936,9.847352,2024-03-03 10:49:39,
24699,0.04309563,-0.1340753,9.299079,2024-03-03 10:49:39,
61663,-2.7222073,0.581791,11.87524,2024-03-03 10:49:39,
15166,0.8738836,-2.8179753,24.478317,2024-03-03 10:49:39,
25033,0.7637503,-4.7740383,2.2601264,2024-03-03 10:49:40,
30657,2.2385786,0.06943185,-7.0341644,2024-03-03 10:49:40,
47389,2.3391352,-2.7820623,-2.8634653,2024-03-03 10:49:40,
20909,-10.378864,-9.057265,4.5896845,2024-03-03 10:49:40,
41089,1.5490485,-16.824055,27.114334,2024-03-03 10:49:40,
15047,2.8395233,-15.492879,31.512484,2024-03-03 10:49:40,
37134,0.059855044,-12.445061,-1.8674773,2024-03-03 10:49:41,
17821,4.2544966,-1.5849615,-7.3071036,2024-03-03 10:49:41,
27014,-3.2465374,-0.6368576,-8.087613,2024-03-03 10:49:41,
14555,-8.585608,-17.398664,8.892065,2024-03-03 10:49:41,
12530,-5.279215,-11.868058,35.003227,2024-03-03 10:49:41,
12673,5.379771,-21.33952,25.467123,2024-03-03 10:49:41,
12691,0.521936,-11.154586,1.6927006,2024-03-03 10:49:41,
2088,0.21068975,-1.5969325,-5.985504,2024-03-03 10:49:42,
24033,-3.4835634,1.13964,-6.55293,2024-03-03 10:49:42,
46395,-7.773973,-4.0533834,6.7324953,2024-03-03 10:49:42,
16766,0.25857377,-8.690952,28.230032,2024-03-03 10:49:42,
43901,2.1571758,-1.8770541,12.473791,2024-03-03 10:49:42,
38874,1.6759412,-0.8331822,9.021352,2024-03-03 10:49:42,
49834,-0.009576807,0.7445967,8.145074,2024-03-03 10:49:43,
49282,-0.6895301,1.6017209,7.9822683,2024-03-03 10:49:43,
29910,-0.6679823,0.8475474,9.995792,2024-03-03 10:49:43,
30420,-0.31364042,0.79966336,9.653421,2024-03-03 10:49:43,
