33752,-0.18435353,0.4237737,10.66138,2024-03-03 11:08:44,
30757,-1.2593501,1.2018893,6.8091097,2024-03-03 11:08:44,
17584,3.145981,2.6264393,19.132067,2024-03-03 11:08:45,
7531,1.721431,-2.6671407,12.277467,2024-03-03 11:08:45,
42383,-0.5626374,-0.5291186,-5.08289,2024-03-03 11:08:45,
12563,-0.51475334,-1.163582,-4.1539397,2024-03-03 11:08:45,
30847,2.0685902,-11.010934,11.791444,2024-03-03 11:08:45,
143,-0.37110126,-4.7500963,34.502842,2024-03-03 11:08:45,
44579,3.6056678,-5.3318872,11.130644,2024-03-03 11:08:45,
13519,-0.18914193,0.17717093,-3.0933087,2024-03-03 11:08:46,
38660,-0.33039984,-0.6727707,-5.5282116,2024-03-03 11:08:46,
32645,2.6599581,-8.820239,9.390059,2024-03-03 11:08:46,
3141,0.21068975,-7.477092,35.39109,2024-03-03 11:08:46,
50105,5.023035,-5.386954,7.228095,2024-03-03 11:08:46,
21531,1.30484,1.1923125,-3.3255463,2024-03-03 11:08:46,
55016,-1.271321,-0.17238252,-3.4165258,2024-03-03 11:08:47,
62957,-3.095703,-4.086902,4.6351743,2024-03-03 11:08:47,
25552,0.08140286,-3.526659,25.486277,2024-03-03 11:08:47,
40420,-0.1412579,0.30645782,15.112201,2024-03-03 11:08:47,
23998,2.528277,-0.25857377,9.476251,2024-03-03 11:08:47,
4599,-0.49799395,0.18195933,8.851364,2024-03-03 11:08:47,
57972,0.059855044,0.8690952,8.856153,2024-03-03 11:08:48,
27406,0.5650316,0.8690952,11.872847,2024-03-03 11:08:48,
