4543,0.39025488,0.90740246,9.287108,2024-03-03 10:51:47,
9348,-0.39264908,1.043872,9.0476885,2024-03-03 10:51:48,
36133,0.47884035,0.46447513,7.165846,2024-03-03 10:51:48,
7124,-7.9272017,1.4915876,17.827227,2024-03-03 10:51:48,
4635,3.9480386,-9.935937,29.173347,2024-03-03 10:51:48,
38421,1.8579005,-6.3063273,-0.5291186,2024-03-03 10:51:48,
10188,2.7629087,-0.9552865,-7.505822,2024-03-03 10:51:48,
27387,-3.0813377,-4.1659107,-1.6759412,2024-03-03 10:51:48,
40595,-4.498705,-16.402676,27.320236,2024-03-03 10:51:49,
9684,0.81642276,-7.711724,29.63543,2024-03-03 10:51:49,
41020,-0.7565677,-17.04911,18.047493,2024-03-03 10:51:49,
10909,2.3511062,-4.3358994,-4.606444,2024-03-03 10:51:49,
20261,0.22505496,1.2880806,-8.439561,2024-03-03 10:51:49,
19299,-2.4779987,-4.8362875,-4.0557775,2024-03-03 10:51:49,
38787,-5.6000376,-22.943634,27.001806,2024-03-03 10:51:50,
20219,-1.8243817,-6.8186865,32.561142,2024-03-03 10:51:50,
25701,4.63278,-23.166296,26.908432,2024-03-03 10:51:50,
5639,-0.3854665,-7.335834,-6.0262055,2024-03-03 10:51:50,
689,1.388637,0.21068975,-8.195353,2024-03-03 10:51:50,
15516,-7.515399,-1.3239936,-2.870648,2024-03-03 10:51:50,
32638,-9.524135,-13.170504,25.03856,2024-03-03 10:51:51,
17989,2.3535004,-1.7118542,24.126371,2024-03-03 10:51:51,
50140,0.6512229,-1.7812861,8.631097,2024-03-03 10:51:51,
38203,0.08140286,-0.31603462,7.991845,2024-03-03 10:51:51,
58614,-0.30885202,1.3814543,9.469068,2024-03-03 10:51:51,
24096,-0.14604631,0.8355764,9.378088,2024-03-03 10:51:51,
56867,-0.01436521,1.0103531,9.543288,2024-03-03 10:51:52,
