28435,-0.04070143,0.5243302,8.985439,2024-03-03 11:11:55,
17772,-1.3503298,0.22505496,9.3421755,2024-03-03 11:11:55,
37940,-2.042254,2.1499932,22.448034,2024-03-03 11:11:55,
43760,-2.8921957,-6.215348,17.307684,2024-03-03 11:11:56,
25746,1.0295067,-2.099715,-5.734113,2024-03-03 11:11:56,
30150,0.059855044,0.7206547,-5.3462524,2024-03-03 11:11:56,
26555,-3.4093432,-8.674192,-1.9560628,2024-03-03 11:11:56,
12171,-0.92176765,-7.575254,36.789303,2024-03-03 11:11:56,
20038,-0.14844051,-8.030152,23.953987,2024-03-03 11:11:56,
16259,0.16998832,-10.833763,0.7015011,2024-03-03 11:11:57,
53528,0.33279404,1.5442601,-9.696517,2024-03-03 11:11:57,
39979,-1.0582372,-2.7341783,-5.6120086,2024-03-03 11:11:57,
2193,-7.642292,-16.055517,18.796877,2024-03-03 11:11:57,
11073,-7.237672,-2.360683,38.438908,2024-03-03 11:11:57,
11817,-4.146757,-15.258247,15.648502,2024-03-03 11:11:57,
57806,1.532289,-4.7141833,-5.6239796,2024-03-03 11:11:58,
49094,0.58897364,2.4349031,-9.323022,2024-03-03 11:11:58,
32409,-2.0925324,-3.2824504,2.4468741,2024-03-03 11:11:58,
34783,-4.2664676,-4.9775453,24.202986,2024-03-03 11:11:58,
59229,1.1252748,0.021547815,13.962984,2024-03-03 11:11:58,
29865,0.6440403,-1.0462662,10.845734,2024-03-03 11:11:58,
26979,-0.6368576,0.6847417,5.535394,2024-03-03 11:11:59,
43075,0.33279404,0.44532153,9.900024,2024-03-03 11:11:59,
9600,-0.48362875,1.1085154,9.23683,2024-03-03 11:11:59,
